sentiment	productId	userId	summary	text	helpfulY	helpfulN
		A1IBUK2BK6TB6J	doggie ice cream	I don't know what they put in this stuff but my dogs go absolutely crazy for it and the Amazon price was by far the lowest.<br /><br />Rich	2	2
		A13DDCYF6ESE3Z	Cats will love this food!	"I've switched around cat food brands for awhile trying to keep all 5 of our cats happy and all in agreement about what food they like.  All 5 love this food!  Nice bonus is for being ""wet food"" it doesn't stink like many others I've tried in the past."	4	0
		A9ZA17LXWSX5T	Product was what I expected/Was delivered quickly	Good Product.... Quick delivery.  I hate that I have to type at least 20 words for my review to count.<br /><br />This product has super powers, on eating this my 6 year old grew forearms like popeye, and beat up the school bully.  My 2 year old passed gas and the diaper exploded in the car.  It blocked my view, and I ran off the road and I was ejected from and then pinned under the car.  My wife who had also sampled this super food was able to rescue me from the car.<br /><br />The moral is eat this food, so you can save yourself from all your daily mishaps, and perhaps when we see the person responsible for making the comments require at least 20 words when 4 would have done, you can pull their underwear up over their head, and punch them silly.	4	0
		A1SS8JO3QJPDOJ	Awesomely delicious!	This tea is wonderfully light, smells so intriguing, nice and fresh and piney.  The leaves are absolutely perfect, not broken or squished!  Beautiful product inside and out.  Would highly recommend to every tea drinker who seriously loves certain types of tea.  This silver needle was superb, I even skipped using a dash of honey it was that good.  The price I felt was fair too. It comes with two tins which is perfect for gift giving, sharing, or just plain enjoying a few well brewed pots a day!	0	1
		A3JWU7AUJ2VC8I	Disappointed on packaging	The 1st box of coffee was managed to package well, but 2nd box was horrible.. 2 out of 5 coffee packs were broken and spilled everywhere.	2	4
		A3V2WHHZWUYLX0	Good Product but Pricey	I probably would give one or two extra stars if it were not for my dog.<br /><br />With my friends dogs these treats last from 2 to 4 weeks.  With my dog who has jaws of steel, she can eat these up in under an hour.	2	0
		A5K3CK2PWYQ7O	Good, robust coffee	One Love is a good, robust coffee - if you like a strong coffee in the morning, you should like the flavor. Honestly, I didn't really catch the hints of exotic floral and berry they advertise which is just as well as I enjoy a basic coffee. The single serving pods are handy but you can also use a couple in a regular machine and it works just fine as well. If you're environmentally concious, it is free trade certified and organic.  Partial proceeds are also donated to the charity kicksforcause.org.  Overall an enjoyable cup of coffee with decent flavor.	0	0
		A2TWDT92R8VPTI	Tastes just like bacon!	I had a bag of these during a trip to London. I was looking for Walker's Frazzles but this was the only bacon-flavored chips I could find at the Tesco. The taste is very similar to Frazzles if not better. It tastes just like bacon! Even suitable for vegetarians.	0	0
		AMYXUUGA0E9Y1	Recommended only for special occasions	"You've heard the saying: If it's too good to be true, it probably is...<br /><br />Well, I received my Whey Low products and made some mini vanilla cupcakes (a low-fat recipe using shredded zucchini) topped chocolate butter cream icing.  I used the Whey Low D (for diabetics) in the cupcakes and Whey Low powder for the icing.  Both products certainly performed better than Splenda (and even the Splenda for Baking sugar/splenda blend).  It looks and tastes like sugar in the cupcake recipe.  It baked up beautifully and browned nicely.  I was very pleased with the Whey Low D's performance in the cupcake.<br /><br />The Whey Low Powder at first looked like it was going to make great butter cream icing, but after spreading it on the cupcakes, it began to loosen up and turned into a thick glaze after a short while.  The taste is sweet, but the icing was grainy in texture.  Within a few hours, the icing had begun to run a bit down the sides of the cupcakes and by morning it was a wet puddle at the bottom of each cupcake.  So, it did not perform like ordinary powdered sugar in this recipe.  I think it would work fine for making a glaze or for dusting the top of a cake, but not for a real cake frosting.  Also, I would suggest eating it within a few hours of application, otherwise it will break down and be a mess.  The results were quite disappointing and only slightly better than Splenda in this type of recipe.<br /><br />The unfortunate news is that the mini cupcakes did raise my blood sugar to some degree, so you can't expect your blood sugar to not be affected.  I ate three mini cupcakes for my test, then I checked my blood every 30 minutes for about 1 hours and it went steadily up from 150 to 202.  Whey Low declares that it's 70% lower in calories than regular sugar, which may still make it a good choice for cakes and cookies over using regular sugar if you want to make a special dessert, such as a birthday cake once a year.  But I don't plan to replace Splenda in most of my cooking because of my blood sugar results.  NOTE: Ordinarily, I wouldn't have eaten three mini cupcakes in one sitting, but I did this time because I wanted to see how my blood sugar would react to a larger dose of the Whey Low in what might be a normal serving of cake (and one mini cupcake wouldn't have been large enough).<br /><br />Whey Low is not the miracle I hoped it would be, but I'm glad to know of an alternative to Splenda for baking cakes and other baked pastry sweets.  I very rarely make them, but on my birthday or at Christmas I do like to have a piece of cake and have it taste ""normal.""  I will reserve Whey Low for these rare, special occasions.<br /><br />Sorry folks!  I guess we still can't have our cake, eat it and not feel the effect on our hips and in our blood sugar readings.  Darn....."	26	0
		ALPISIY10VCSY	Whoa! That's quite a price increase!!!	These are delicious cookies but I just cancelled my subscription. I hope the price comes back down so I can buy them again. They are the best ginger snaps I have found so far but the price is just too much :-(	1	0
		A1SUC50YNG730H	Trouble opening the cans	I don't know if anyone else has trouble with the pull-tabs on these Canidae cans but I sure do.  The tab part is very flimsy and doesn't hold up well while trying to pull open the top.  I have almost cut myself several times.  End up having to pry the top off with a fork after the pull-top breaks off.  Otherwise it's an acceptable product, although I do prefer Evangers.  But Evangers has become more expensive for some reason.	1	1
		A39ZG9XWPS3JU7	Himalayan Salt	I love this salt!!  The delivery was quick, the price was reasonable and the salt imparts a wonderful flavor to everything I eat!  And, it doesn't burn my tongue!  I will be using this salt for ever more!	2	0
		A32WSR5H1JHPJH	Ew	I bought this as a filler item for my order to bring the total up so that it would qualify for free shipping. As a regular at the gym I have a curiosity about any food that promises lots of protein. This wasn't for me - or my wife - but, hey, it's food, and that's very subjective. Someone else (or his goat) might love this stuff. It smells like rope (it is a hemp product, after all) and doesn't dissolve well in milk, leaving a nasty, gritty mud at the bottom of the glass that sticks to the teeth.	4	2
		A3SHUH8FCKMNWR	great soup	This is the best pea soup mix.  The spice balance is just right.	0	0
		A1BM39RCP4QT4T	DO NOT ORDER- recalled for killing dogs!!!	DO NOT ORDER these! I ordered these and gave them to my dog. Thankfully she dropped it on the floor and wasn't interested. I realized the name seemed familiar and I googled Beefeater Sweet Potato Treat Recall and found out these are the treats made in china that were giving dogs liver and kidney failure. Please please pleas DO NOT order these!!!!<br /><br />As soon as I realized I threw them all away and called Amazon. They were very helpful, refunded my money and are working to get these removed from their site.	0	0
		A1V0D3XFFNVPU2	Aboslutely wonderful for my pitbull	I ordered this after reading a ton of awesome reviews and in hopes that it may hope with my dog, Kitty, a 65 pound, 2 year-old pit bull's recent issues with her skin. It turns out that her problem was in fact due to corn and other fillers used in lesser quality dog foods (in this case, Purina One). Overall, this product alone made it completely worth the cost to subscribe to Amazon Prime for the extremely fast and cheap shipping, so for less money (as Kitty now requires less food, since she's more full from eating less of the higher quality food and we make sure to only feed her what the vet recommends,) I no longer have to drive to the store and pick up a 40 pound bag of dog food and load it into the back of one of my GTIs. So far, Kitty's been gaining weight and muscle at a pretty decent rate, in my opinion. (Over the past 2 months, she's gone from approximately 59 pounds to 67.5 pounds currently, and is quite fit and happy.) All this, is of course in addition to daily exercise, walks, et cetera, but her temperament lately has also been much better. On the lesser quality dog chow, she used to mope around the house every few days, but lately, she's been very happy, energetic and outgoing. She seems to be much less easily stressed out, which is great for her, as she tend to be a bit anxious, although an absolute sweetheart.<br /><br />Bottom Line: I could not recommend this or any other Canidae Dog Food product highly enough. By word of mouth at work alone, I've converted over ten people since switching at the beginning of the year (2011).	3	0
		A1LTNDWYIGZHYR	Not that great	I expected to find some sort of peanut butter and jelly combination, but instead found peanut butter with grape flavored candy flakes mixed in.  I would not buy these again, the regular peanut butter flavor is much better!	2	0
		A8WDJ1H619R7M	Organic lively up!espresso	I was disappointed since i had been drinking another brand which had a bolder taste but this was good coffee.	0	0
		A12O5SEIF162P8	Good on the go...	"At home we prefer to use our coffeemaker, which takes K-Cups, but when camping, these one cup coffee ""bags"" (like tea bags) are great.  Coffee is good, too."	1	3
		A3B8F6PMZOCZTG	this product is not for sensitive people: it made me very very sick	I bought one of these to try after reading something online about how it works great and has no crash.  Cautiously, I drank a small sip from a bottle.  Probably less than a 16th of the two serving bottle.  Very soon I was tweaking quite extremely and my friend noticed how irritable I had become from the drink.  However, it did seem to wear off a few hours later without a crash.  I gave it a tentative try the next day, only drinking a tiny sip twice during the day.  Similar effect, so far so good.  The third day I tried a tiny sip in the morning and developed an excruciating headache and nausea that has lasted for two days now.  I feel extremely overwired and unable to come down from it.  Very very sick.  I feel horrible still two days later and I hope I improve soon.	1	5
		A1247WRBA4ZC9H	Treat yourself with a great breakfast.	I was attracted to this cereal because of high fiber and protine content. I ate this cereals everyday for two weeks and noticed a significant difference in my health. I am hooked onto this cereals, especially because of great test and high fiber content. This is a much better option than trying to eat green stock vegetables or worse metamucil. :)	1	1
		A1LE0VZW800CS7	eats a few buries a lot	My dachshund is very picky and spoiled.  She will eat these from time to time but usually buries them outside.	1	1
		A1TBCAEI9RFDVX	didn't get what i asked for	"the one i got says ""cleanse"" on the box, I don't know what it means, but I know that I picked the one that doesn't say ""cleanse"" on the box. i'm all the more angry because that one costs way cheaper. and all the more am i angry because i'm not going to bother to go through the refund process. plus it took it ages to arrive"	0	0
		A2TO2BN3P4C00L	surprisingly weak flavor	I was expecting something with much more flavor given the product description and the many stellar reviews, but this is the worst coffee I've tried since I signed up for the Gevalia club.  Even at Amazon's current significantly reduced price, this simply isn't worth it.	0	0
		A2RZUAFCLKAOLQ	brandi suprises	my shorthaired german pointer brandi lovesssssssssssss these greenies i call them her suprises and she is so intelligent because i keep the greenies in one of my cabinets in the kitchen and brandi looks at me than she says mom can i have one of suprises and than she looks at the cabinet where the greenies are and than she looks at me shes so precious anyway shes goes absolutly nuts over these greenies and they clean her teeth and gumms and thats a good thing!!	0	0
		A1X8W9GBMZ8UML	Not Rare After All	This product was represented to me as something only available on-line and for a short window of time yet I later saw them in my local grocery store.	0	3
		A1TMAVN4CEM8U8	It is a  pleasure to do business with this company.	Choo Choo R Snacks, Inc.<br /><br />Every time I order products from this company through Amazon:<br /><br />- They arrive sooner than promised, and<br />- Are exactly what they described.<br />What more could you want?<br />It is a  pleasure to do business with this company.<br /><br />Gunner  October, 2010	0	0
		A1NH6UGER6N9EL	Random luck fly trap	I don't really think that the design of the cardboard box makes one bit of difference to the flies. House or fruit flies. Flies land on pretty much anything. With sufficient time flies flying around randomly and landing randomly around the house. Eventually they'll land on the fly trap.<br /><br />Perhaps after the first few have landed and died on the trap the rest will be attracted to the scent of the dead flies? Directly out of the box, I don't think there is anything on it that is an attractant.	1	1
		AD7IBJCYSJ9EE	Since I can't think of anything else to write about...	I guess I'll review this. Bought one at the gas station, and personally, i love it. The inside has a cheesy-like texture, and it tastes quite spicy. Like all red meat, though, it's not good for you, so eat sparingly. I know meat eating is slowly declining, but here where I live, veganism is not seen. So ignore PETA's cries and take a bite out of this.	0	0
		A1CF1EH4GG3R7P	Deliciously different little wafer cookies	I'm a recent convert to Bahlsen cookies, and these little wafers are a standout among a product line that's hard not to love.  The crisp. toasty, slightly nuttly wafers surround a very light, not-too-sweet creme layer; the combination is an incredible, multi-dimensional treat that would pair nicely with coffee or milk.  The only thing I would think that would make this product better is a resealable package, but the wafers aren't going to last long once opened anyway.  The package size is good in the sense that it's enough to share with one or two other people, but if you eat the whole thing yourself it's not an utter disaster ;)	8	0
		AUUFW7PTUHLT	Not enough truffle for the salt	I was disappointed in this product. I had enjoyed truffle salt from another manufacturer, which had so much truffle that whenever I opened the lid, the delightful aroma filled the room. But it is no longer available, so I was hoping to find a similar product on Amazon. This ain't it; the truffle is barely detectible when sniffing the open bottle and not detectible on food at all. I'm debating whether to just throw it out so I can re-use the bottle to try a different brand. (The bottle is reusable, which is why I rated it more than one star.)	0	2
		AWP1WU0NXZAEA	Impregnated in oil - no raw cashew	These cashew are impregnated with peanut and cotton seed oil and they taste like they were fried. I just was looking for real raw cashew (no salt , no nothing added)<br />I will not buy them again.	0	0
		A25E711LJ354AC	Dingo Goof Balls Value bag	My little dachshunds really like these.  They get the meaty part eaten right away so they don't always work on the rawhide part.  Good value tho and appropriate for smaller dogs.	2	0
		A1IXXSHQI2GT4Z	Great for making cake pops!	I love to make cake pops but I was having a lot of trouble with the chocolate being too thick and I came across some information on the paramount crystals. It was the exact solution I was looking for, it thins the chocolate perfectly! It was shipped a lot quicker than expected as well, which is fantastic!!	14	0
		AT2NGUDKQJUPB	Delicious, quick and easy meal	This is by far the best Pad Thai I have tried so far, and I have tasted many boxed preparations. I have added shrimp, occasionally chicken but quite frankly, it's good as is.  I sometimes add slivered sweet red pepper for color and, of course, cilantro and lime. The only suggestion I would make is not to use all the rice noodles that come with the meal.  There is really not enough sauce to completely cover the noodles and the sauce is really good.  I use only about 2/3 of the rice noodles and it is still plenty of food for two people.	1	0
		A33LQ0J0FKQRWZ	Don't Waste Your Money	The food itself was as delicious as I remembered when I bought a bar on vacation in Virginia. The shipping charge was nearly three times as much and it took such a long time to receive the candy bar that I had forgotten I'd even ordered it. I'll never order it again from the Internet.	0	1
		A2O0P008ABHNFD	Decaf!!	First of all, I must say that I don't typically drink decaf coffee.  I found recently that caffeine was keeping me up at night (go figure) so I decided to try these out.  One of the best brews of coffee either caffeinated or decaf I have ever had.  It is super smooth, but also pretty strong.  I encourage you to try it out!	0	0
		A2EZX6PDFWSGX5	Pleasantly surprised	I didn't think my Great Dane or Hound mix would like a bone made of Nylon but surprisingly they both enjoy it.  It is is a good size for the hound (50 pounds) but the Dane could use something bigger, unfortunately I think this is the biggest size.	0	0
		AC2HT6SPODOGH	Great spices	I've had their sauces before, which I'd highly recommend, and their spices/rubs didn't disappoint!  Great flavors on anything you're cooking.	0	0
		A1IZJVLNMFACS6	This is our favorite k-cup coffee!	We have tried many different types of K-cup coffee flavors and this is the one we keep coming back to.  Neither one of us cares for bitter, strong tasting coffee.  This has a mild, pleasant taste and it never varies from that. Definitely recommend!	2	0
		A2A6JQVO5I5SLR	Contains Chemical Sweeteners	Yes, ALL Wrigley's Gums, even the ones with SUGAR, now contain at least ONE, (and many contain two or all of them) ASPARTAME, ACESULFAME-K, SUCRALOSE!<br /><br />WHY a gum with Sugar needs these dangerous chemical sweeteners is a mystery to me, but since they changed the logo of the packages on their gum, you can no longer buy any Wrigley's (or most other brands too) gum without one or more of these nasty chemical additives.<br /><br />Also note that Sucralose (AKA brand name Splenda) is NOT the same thing as Sucrose! (Sugar)  The slight spelling difference is to decieve those that read ingredient labels to think they are reading Sucrose and not notice it is Sucralose.<br /><br />Sucralose causes severe abdominal pain, so if you have had that after chewing gum, now you know why.<br /><br />Aspartame has dozens of books and thousands of websites explaining what is wrong with that, as well as the other one.<br /><br />Very sad that I never again will get to enjoy my childhood favorites of Wrigley's Spearmint, Juicy Fruit or Big Red ever again.	0	2
		A3TV16BIZAML8I	My father, who is dutch, loves these	My father loves these and he is a true Dutchman.  They are so good he won't share.  He likes that they arent too hard, so it's easy to chew.	0	0
		ARKC127GA8QDU	Great Anytime coffee	"This italian blend is a very pleasent coffee to drink anytime. I do not find it harsh, bitter or too strong. I have a few cups a day and can drink this well into the afternoon. I cannot recommend Timothys Italian Blend coffee enough... And AMAZON you ""rock my world"" on the delivery, always here within 2 days of placing my order !!!!! Couldn't be a happier customer !"	0	1
		A3HL8RG6XOOTGC	Color output not even close to photographs	I bought these colors hoping to make a beautiful rainbow cake as pictured in the customer photographs.  Unfortunately I ended up with a pastel rainbow cake.  I tried several different recipes and different concentrations of color in my batter and didn't get a single vivid color.  I'm not sure if I got a dud batch or if they're all like this, but it was very disappointing. I did not notice any difference in the flavor of the cake due to the coloring, which was the one positive quality of this set.  Guess I'll save them for springtime baking...	2	0
		AACHTQHK9Z9MX	STALE Tasting!	"don't be fooled and misled by believing these chips are ""healthier"" or ""better for you"". Same fat grams and calorie content...but what is worse, is that they taste stale, not enough nacho flavor and are so hard!"	5	3
		A1UZC65T2JUA7D	The best!	I love Stash brand but this tea is the very best, in my opinion.  Add a little honey and you have yourself a perfect flavor.	0	0
		A3KQMUXE6RI8S0	Ka-Me Bean Threads is the best.	Ka-Me Bean Threads has a much better texture than those of cheap Chinese brands. I found Ka-Me at Kroger and then ordered whole lot from Amazon twice. Very happy with the online discount price. Will never go back to the cheap low quality Chinese brands.	0	1
		ABQBUL8ZKOQIR	tasted off	I have had these before and liked them, but the case I got tastes really metallic. I have only had two from the case but both had this weird metallic taste.	0	0
		A2ZUPPUAG99J1O	Good food for sensitive dog	I've been feeding this dog food to my older female pug for several months now. In the fall of this year she began to experience allergy related skin and stomach issues. These allergies resulted in excessive licking and nibbling at her feet as well as occasional throwing up. She hasn't thrown up since she started eating this food, and overall her skin issues have lessened (that could be a result of the change in seasons as well). She is always excited to eat her food, but what pug isn't? I mean they're always hungry right? Also, as she never seems to drink enough water, I'm glad she's getting some moisture as part of this soft food as well. The only thing I find displeasing out this product is that we buy it in cases, and the cans frequently arrive dented. I wouldn't buy dented cans for my own food, for fear of the food being tainted in some way. So I feel a little nervous feeding my dog some of these dented cans. Oh well, she seems fine thus far and the smell and look of the food is fairly consistent, so we're going to stick with this food for now.	0	0
		A2M0XW4IM9GM6P	over priced	"HI YOUR PAYING 1.94 PER CAN ON THIS OFFER. SUPER WAL-MART 1.28 A CAN, MOST OF THE SOUP THERE IS 1.28. PROGRESSO IS CHEAPER ALSO.<br />WATCH OUT FOR THE LAUNDRY DETERGENT ON HERE. ALL DETERGENT PODS ON HERE 32.00 FOR 72 COUNT, WAL-MART 10.47 SAME AMOUNT SAME BAG. THEY WORK GREAT TO.<br />I'M 70 YEARS YOUNG AND IT SAVES A LOT OF CARRY CONTAINERS IN THE HOUSE. GRANTED THEY COST MORE THEN THE BOTTLES, THE SPACE U SAVE AND THE CARRYING IN.<br />WE LIVE IN A SMALL APARTMENT AND IT WORKS FOR US. I ALWAYS SEE, ""GOD BLESS AMERICA"", HE HAS AND LOOK WHAT WE'VE DONE TO IT. IT AIN'T GOING TO GET ANY BETTER THINK ABOUT IT. GOD BLESS YOU ALL, ENJOY IT WHILE YOU CAN. SOME WILL DISAGREE WITH ME, OH WELL. HAVE A GREAT LIFE"	0	0
		A3GXTZFLZWMJ06	Gross	These cookies had a horrible taste, nothing like the sesame cookies we get in New Jersey. Too many flavors competing with the anise. Yuck.	1	1
		A19K8H9TS9OOJ	Snyders review	Items came in a timely manner. Good size and with good expiration dates.  Unfortunately, I went on to reorder and could not find them.	1	1
		A4JVBP3C2GUZN	moldy	I received 2 bags of this coffee, the 2nd one smelled like mold after being brewed.  Makes me not want to order again.	0	0
		AIB1MLOSVWAMH	chunky clam chowder	The product revealed itself to be incredibly small cans with hardly any clams or potatoes. I was really disappointed by price and the size.	1	0
		A28Y1M7GRG0I9M	Quality is not good	"I was disappointed to see all the little, broken tea ""branches"" inside. It seems like it's the scrap or leftovers of all the good leaves being picked out. I guess you get what you pay for. I will not buy this again. You will need to use a lot of it to make a good aromatic, strong tea. The tea does taste good but you need to use a lot. If you use a little bit, then there's no taste. I also bought the Numi Organic Jasmine Green Tea Pearl which cost more, but worth it. I would recommend you buy that.  Those tea leaves (pearls) are quality and just a few of them make a tasty, strong tea."	0	0
		A3E5LCJH89QSGN	The item is terrific, and was delivered as represented	This item is very hard for the public to purchase.  We came across it at some resterants.  It really is a great buy.  We had almost given up on finding it for home use.  Thank's to Amazon.com<br />for having it available for us.  We have learned to go to Amazon.com for All items we are looking<br />for.  we go there First now.  Thank you Amazon.com	0	0
		A29WTWII13FR24	Dirty Is Definitely A Good Way To Describe It	I found this product to be horrible.  The juice was extremely cloudy and there was also a thick white colored residue at the bottom of the bottle.  It cleared somewhat when shaken in the bottle however it never went away.  I felt the juice tasted somewhat bitter and I didn't care for the taste it added in my martini.  I stored several bottles sideways on a shelf in my liquor cabinet and noticed within about two months they were leaking from around the cap with a rusty slimy residue dripping out.	3	3
		A19XBW5WUDH1Z	Very Unimpressed	I really wanted to like Velvetta's Cheesy Skillets Chicken and Broccoli but I don't.<br />When the product arrived I looked at the box cover and it looked delicious.<br />I looked at the ingredient label and I began to worry. The ingredients list is<br />long. The product just seems so processed. I thought maybe I could save it by adding real ingredients like<br />fresh broccoli but decided this first round I had to try it just as directed.<br />I was disappointed in the quality of the dehydrated broccoli. I really felt like this was something you feed someone<br />that you aren't very fond of. I've never been to prison but I imagined that this might be the stuff they are given.<br />Perhaps death row inmates are served this for their last meal so they actually want to go willingly to the execution room so they don't have to eat any more.<br />After I cooked it, it just looked wrong. It smelled wrong. I know I could cook better. I don't think this saves that much time.<br />I'm trying to move away from processed foods. If you are also perhaps you want to avoid this.	0	1
		A1Z2XFNF0TJV07	My Grandkids will not eat this	I have 3 Grandkids (3 different families) all 2 years old and I can not get any of them to eat this stuff they all hate it. I'm not sure what brands their parents by them from the local grocery store but I will have to see if I can give these to someone else because they will not eat it ugh. What a waste of money	0	4
		A3EE6H7631H0V4	Quick, Easy and Tasty	The local auto shop offers this free to it customers. I've tried it twice and liked it both times. Perhaps, if I had to pay for it, I might not love the price, but I would still enjoy the flavor.	0	0
		A3LXSTJ8WT0WO8	Used to be great...until they changed the recipe	We'd been getting Greens Puffs for a while now for our 12 month old, and he used to love them - in fact, he couldn't get enough of them. However, based on our most recent shipment, the puffs are now smaller and mostly have a much thicker green powder coating than they used to. I gave my son the new puffs, hoping he'd like them just as much, but alas, now he really doesn't like them. He'll take a bite of a few, and then he just starts throwing them on the ground. I tasted one to see what the difference was, and honestly, I don't blame him for not liking them.  They have a sort of citrus flavor, and do have a really odd smell, almost like seaweed or seaweed flavored foods. I used to have a subscription for these, but I've cancelled it and now I have a box of six containers of these puffs that I don't know what to do with. Happy Baby shouldn't have messed with a successful formula. I used to like that he was getting something a little different, but we're just going to stick with Cheerios from now on.	0	0
		AG7EF0SVBQOUX	My favorite flavor	I am glad I was able to find these on this site. I love this flavor and they are so crunchy. The box is packed inside another box but still some bags end up as crumbs. Most of the bags survived in tact.	2	0
		A25HLLKNFHGJM	Yup, Lots of Hulls!	Pops big, tastes great, but the hulls are huge! (Expensive)  I Feel like a dog with peanut butter on my tongue trying to get rid of the hulls that suction cupped to the back of my tongue.  Wanted to try mushroom popcorn, because it looks so tasty, but will stick with standard popcorn from now on.	4	0
		A31MZR41SM9JU5	Too SOUR!	I love sour food but this one I can't bear.  Too strong sour taste... and even when you open the bag, the sour smell is too strong.  I don't like it.	1	6
		A1KMAL01GC3RN4	Maybe Worth $20	The games reminded me of something that you would get in a grab bag at the dollar store with some candy scattered in. The Texas Hold Em poker set was missing, but I didn't mind since the gift was intended for two kids.  This would be a nice gift for maybe as much as $20, but I don't know how they can charge $50+ for what is actually included.	6	0
		A3QRW0UJPKIAX7	Nice Coffee, Not so nice package	I tried this coffee with a bit of trepidation. I'm not a fan of hazelnut. I've always found the flavor to be a bit overwhelming which is odd because I really like hazelnuts. Not so here. This was a very tasty hazelnut. The smell was subtle and not at all over-powering. The flavor was nice, nutty without getting into oily & nasty. The coffee in the package is a nice dark color. It's very finely ground so should work well in capacino machines. It brewed up very nicely in our french press and our drip coffee machine. I really enjoyed the experience.<br /><br />The bag on the other hand, I struggled for quite a while to get it open and finally just had to cut the top off. Which made it more than bit difficult to use for later storage. I understand that to retain the freshness, sealing the bag is very important, but in order for me to consume the product, opening the bag is equally important. And since I may be under the assumption that I can continue to store the coffe in the bag, like other brands, making it so I have to partially destroy the bag in order to open it seems slightly counter-intuitive.<br /><br />Anyway, great coffee, not so great packaging. If you get it, make plans for alternate storage.	0	0
		A1FP5ZLSKR07SU	Weak	I like a hearty cup of coffee, not bitter. This is quite weak on the Keurig medium setting, which I most frequently use, and just tolerable on the small cup setting.<br /><br />I prefer Donut Shop, Fog Chaser, and other rich-bodied coffees -- and I even like Lake & Lodge, whioh isn't a rich coffee if that helps you compare.<br /><br />This is so-so even when I mix it with a good flavored coffee; it just lacks its own flavor.	0	1
		A3AJDID6Q2M7HZ	Bad Tasting	When I first opened the bottle it smelled medicinal. I added it to some iced tea and it tasted just like it smelled, very medicinal and only a trace of fruit flaver. I ordered 2 other flavors and they're the same. I gave it an extra star because service is good, but I can't recommend the extract.	7	0
		A4DRUXUYLCHIP	Pathetic	These had to be the WORST Rawhides ever!! They were all different sizes and NOT shaped like in the picture. More like a CLUMP!! Very Very disappointed with this purchase. All I can say is AMAZON must have got all the deformed misshapened irregular ones. I've bought them at my local grocery store and they're not like that. No WONDER AMAZON sold them for less...Shame on you AMAZON!! This is something clearly noticeable.....Not happy, not happy at all with AMAZON :-(	0	2
		A2ZXQN2DI3YLDX	Unique Gift	I purchased this for Honeywagon's favorite person.  It includes all the goodies she could imagine from the 1970's.  I was ecstatic and I know she will be too.	1	0
		AQ1010TWA6KVX	Good Customer Service	I bought this bouillon because it was gluten free but because I wasn't able to read the ingredient list I didn't find out that it had dairy in it. Additionally it is not possible to return the product even though it was never opened so it was a complete waste of money. Many people that have a problem with gluten also have a problem with dairy so I don't think it makes much sense to make a gluten free product that has dairy in it. Other common allergens that are in the product are corn and soy.<br /><br />After contacting the manufacturer I found out that the sodium free version of this seasoning is gluten (wheat) and casein (dairy) free so if you have these allergies buy the sodium free version.	0	1
		A89ZZKNDFQH23	It looks like stew	It really looked like a bowl of stew.  My dogs seemed to scarf it down, which was a relief.  My wowser, jack, only ever seems to eat blue without me having to dress his food up with grated meat or cheese.  Pepper will eat anything so it didn't surprise me that she enjoyed this just as much as blue or nature's choice.	0	0
